symbol,datetime,open,high,low,close,volume,DERIVATIVE_TYPE,YEAR,MONTH,DATE,TIME,expiry,option_type,strike,open_interest,ATM
NIFTY,2026-02-09 09:15:00,25921.0,25921.0,25860.0,25895.2,248170,F,2026.0,2.0,2026-02-09,09:15:59,I,,,15950935.0,
NIFTY,2026-02-09 09:16:00,25896.0,25900.1,25885.4,25885.6,54990,F,2026.0,2.0,2026-02-09,09:16:59,I,,,16027310.0,
NIFTY,2026-02-09 09:17:00,25886.7,25889.8,25876.5,25876.8,30550,F,2026.0,2.0,2026-02-09,09:17:59,I,,,16027310.0,
NIFTY,2026-02-09 09:18:00,25876.6,25883.5,25872.0,25875.1,23400,F,2026.0,2.0,2026-02-09,09:18:59,I,,,16027310.0,
NIFTY,2026-02-09 09:19:00,25875.1,25884.3,25870.6,25884.3,32305,F,2026.0,2.0,2026-02-09,09:19:59,I,,,15982850.0,
NIFTY,2026-02-09 09:20:00,25884.3,25886.7,25876.0,25879.9,23140,F,2026.0,2.0,2026-02-09,09:20:59,I,,,15982850.0,
NIFTY,2026-02-09 09:21:00,25880.0,25894.9,25875.4,25893.0,31915,F,2026.0,2.0,2026-02-09,09:21:59,I,,,15982850.0,
NIFTY,2026-02-09 09:22:00,25893.0,25893.0,25877.0,25880.0,26975,F,2026.0,2.0,2026-02-09,09:22:59,I,,,15961140.0,
NIFTY,2026-02-09 09:23:00,25880.0,25883.9,25868.7,25883.9,60255,F,2026.0,2.0,2026-02-09,09:23:59,I,,,15961140.0,
NIFTY,2026-02-09 09:24:00,25883.9,25898.3,25880.6,25891.2,88205,F,2026.0,2.0,2026-02-09,09:24:59,I,,,15961140.0,
NIFTY,2026-02-09 09:25:00,25891.2,25895.0,25887.5,25889.0,24375,F,2026.0,2.0,2026-02-09,09:25:59,I,,,15949115.0,
NIFTY,2026-02-09 09:26:00,25889.0,25891.4,25880.4,25882.9,17550,F,2026.0,2.0,2026-02-09,09:26:59,I,,,15949115.0,
NIFTY,2026-02-09 09:27:00,25883.0,25888.2,25876.8,25884.8,23855,F,2026.0,2.0,2026-02-09,09:27:59,I,,,15949115.0,
NIFTY,2026-02-09 09:28:00,25884.8,25885.0,25873.7,25884.3,19305,F,2026.0,2.0,2026-02-09,09:28:59,I,,,15940730.0,
NIFTY,2026-02-09 09:29:00,25885.0,25894.0,25880.5,25894.0,25480,F,2026.0,2.0,2026-02-09,09:29:59,I,,,15940730.0,
